Invoice_ID,Branch_ID,Product_ID,Customer_type,Gender,Quantity,Tax_5_percent,Total,sales_timestamp,Payment_type,COGS,Gross_margin_percentage,Gross_income,Rating
891-58-8335,3,215,Member,Female,7,10.3635,217.6335,2019-03-11 15:53:00,Cash,207.27,4.761904762,10.3635,6.5
802-43-8934,1,216,Normal,Male,1,0.914,19.194,2019-03-22 15:05:00,Credit card,18.28,4.761904762,0.914,8.3
560-30-5617,3,217,Normal,Female,5,6.1925,130.0425,2019-03-24 18:27:00,Cash,123.85,4.761904762,6.1925,8.5
319-74-2561,1,218,Member,Female,3,14.196,298.116,2019-02-21 16:55:00,Cash,283.92,4.761904762,14.196,5.5
549-03-9315,3,219,Normal,Male,8,37.948,796.908,2019-02-12 12:58:00,Ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,3,220,Normal,Female,3,8.601,180.621,2019-03-10 18:59:00,Credit card,172.02,4.761904762,8.601,7.9
239-36-3640,3,221,Normal,Male,6,13.605,285.705,2019-01-31 13:44:00,Ewallet,272.1,4.761904762,13.605,6.1
468-01-2051,3,222,Normal,Male,7,21.728,456.288,2019-03-06 13:46:00,Ewallet,434.56,4.761904762,21.728,5.4
389-25-3394,2,223,Normal,Male,5,2.9525,62.0025,2019-02-17 18:06:00,Cash,59.05,4.761904762,2.9525,9.4
279-62-1445,2,224,Member,Female,1,0.627,13.167,2019-02-21 12:38:00,Cash,12.54,4.761904762,0.627,8.2
213-72-6612,1,225,Normal,Male,2,4.325,90.825,2019-03-20 15:56:00,Cash,86.5,4.761904762,4.325,6.2
746-68-6593,2,226,Member,Female,2,8.716,183.036,2019-01-11 14:29:00,Credit card,174.32,4.761904762,8.716,9.7
836-82-5858,3,227,Member,Male,9,31.2165,655.5465,2019-01-26 19:14:00,Ewallet,624.33,4.761904762,31.2165,4.0
583-72-1480,2,228,Member,Male,4,7.412,155.652,2019-01-31 16:24:00,Ewallet,148.24,4.761904762,7.412,9.7
466-61-5506,3,229,Member,Female,6,27.21,571.41,2019-02-26 10:52:00,Cash,544.2,4.761904762,27.21,5.3
721-86-6247,1,230,Normal,Female,8,25.368,532.728,2019-03-11 12:55:00,Ewallet,507.36,4.761904762,25.368,7.4
289-65-5721,3,231,Normal,Female,2,8.137,170.877,2019-01-26 19:28:00,Cash,162.74,4.761904762,8.137,6.5
545-46-3100,3,232,Member,Female,3,1.5885,33.3585,2019-03-12 13:52:00,Credit card,31.77,4.761904762,1.5885,8.7
418-02-5978,3,233,Normal,Female,9,37.8405,794.6505,2019-02-11 10:54:00,Cash,756.81,4.761904762,37.8405,8.0
269-04-5750,3,234,Member,Male,4,14.764,310.044,2019-02-21 18:31:00,Cash,295.28,4.761904762,14.764,6.7
157-13-5295,1,235,Member,Male,10,25.97,545.37,2019-03-09 18:24:00,Ewallet,519.4,4.761904762,25.97,6.5
645-78-8093,1,236,Normal,Female,2,9.314,195.594,2019-01-20 18:09:00,Ewallet,186.28,4.761904762,9.314,4.1
211-30-9270,2,237,Normal,Male,5,4.3525,91.4025,2019-01-28 15:16:00,Credit card,87.05,4.761904762,4.3525,4.9
755-12-3214,2,238,Member,Female,5,11.055,232.155,2019-03-05 17:07:00,Credit card,221.1,4.761904762,11.055,8.6
346-84-3103,3,239,Member,Female,5,3.305,69.405,2019-03-02 19:26:00,Cash,66.1,4.761904762,3.305,4.3
478-06-7835,1,240,Normal,Male,1,4.4845,94.1745,2019-01-11 11:20:00,Ewallet,89.69,4.761904762,4.4845,4.9
540-11-4336,1,241,Normal,Male,9,11.223,235.683,2019-01-11 16:49:00,Credit card,224.46,4.761904762,11.223,5.6
448-81-5016,1,242,Normal,Male,2,5.977,125.517,2019-03-11 12:01:00,Credit card,119.54,4.761904762,5.977,5.8
142-72-4741,2,243,Member,Male,2,9.32,195.72,2019-02-28 18:37:00,Credit card,186.4,4.761904762,9.32,6.0
217-58-1179,1,244,Member,Male,4,12.53,263.13,2019-01-05 11:25:00,Cash,250.6,4.761904762,12.53,4.2
376-02-8238,3,245,Normal,Male,8,37.548,788.508,2019-02-02 18:42:00,Credit card,750.96,4.761904762,37.548,8.3
530-90-9855,1,246,Member,Male,8,19.036,399.756,2019-01-01 14:47:00,Cash,380.72,4.761904762,19.036,5.7
866-05-7563,3,247,Member,Female,3,12.21,256.41,2019-02-09 19:43:00,Cash,244.2,4.761904762,12.21,4.8
604-70-6476,1,248,Member,Male,5,4.485,94.185,2019-01-23 14:04:00,Ewallet,89.7,4.761904762,4.485,6.8
799-71-1548,1,249,Member,Male,4,15.544,326.424,2019-01-07 16:11:00,Credit card,310.88,4.761904762,15.544,8.8
785-13-7708,3,250,Normal,Male,7,25.571,536.991,2019-01-14 19:06:00,Credit card,511.42,4.761904762,25.571,4.2
845-51-0542,3,251,Member,Male,9,20.9475,439.8975,2019-02-02 15:34:00,Ewallet,418.95,4.761904762,20.9475,6.4
662-47-5456,2,252,Member,Male,10,17.595,369.495,2019-03-17 19:06:00,Credit card,351.9,4.761904762,17.595,8.4
883-17-4236,2,253,Normal,Female,2,1.439,30.219,2019-03-02 19:44:00,Credit card,28.78,4.761904762,1.439,7.2
290-68-2984,1,254,Normal,Male,4,4.75,99.75,2019-03-16 11:22:00,Cash,95.0,4.761904762,4.75,5.2
704-11-6354,1,255,Member,Male,8,23.56,494.76,2019-01-06 11:23:00,Cash,471.2,4.761904762,23.56,8.9
110-48-7033,3,256,Member,Male,4,6.524,137.004,2019-01-29 14:12:00,Cash,130.48,4.761904762,6.524,9.0
366-93-0948,1,257,Member,Male,1,3.3175,69.6675,2019-01-31 10:46:00,Credit card,66.35,4.761904762,3.3175,9.7
729-09-9681,1,258,Member,Male,6,7.773,163.233,2019-02-05 10:16:00,Ewallet,155.46,4.761904762,7.773,8.7
151-16-1484,1,259,Member,Male,4,6.45,135.45,2019-02-13 12:38:00,Ewallet,129.0,4.761904762,6.45,6.5
380-94-4661,2,260,Member,Male,4,13.188,276.948,2019-02-07 13:05:00,Credit card,263.76,4.761904762,13.188,6.9
850-41-9669,1,261,Normal,Female,9,33.777,709.317,2019-03-19 13:25:00,Ewallet,675.54,4.761904762,33.777,6.2
821-07-3596,2,262,Normal,Female,4,3.29,69.09,2019-03-07 14:53:00,Ewallet,65.8,4.761904762,3.29,5.6
655-85-5130,3,263,Member,Female,4,7.66,160.86,2019-03-13 19:22:00,Cash,153.2,4.761904762,7.66,5.7
447-15-7839,1,264,Member,Female,10,11.12,233.52,2019-02-09 11:00:00,Cash,222.4,4.761904762,11.12,4.2
154-74-7179,3,265,Normal,Male,1,2.7225,57.1725,2019-02-26 19:24:00,Ewallet,54.45,4.761904762,2.7225,7.9
253-12-6086,1,266,Member,Female,7,34.44,723.24,2019-03-12 12:43:00,Credit card,688.8,4.761904762,34.44,8.7
808-65-0703,2,267,Normal,Male,4,7.094,148.974,2019-03-14 17:22:00,Credit card,141.88,4.761904762,7.094,6.9
571-94-0759,3,268,Member,Female,10,37.3,783.3,2019-01-08 20:55:00,Cash,746.0,4.761904762,37.3,9.5
144-51-6085,1,269,Member,Male,4,14.148,297.108,2019-01-05 16:05:00,Credit card,282.96,4.761904762,14.148,4.4
731-14-2199,1,270,Member,Female,10,17.77,373.17,2019-01-04 13:34:00,Ewallet,355.4,4.761904762,17.77,7.0
783-09-1637,3,271,Normal,Female,5,16.8575,354.0075,2019-03-06 18:13:00,Ewallet,337.15,4.761904762,16.8575,6.3
687-15-1097,2,272,Member,Female,2,2.112,44.352,2019-01-03 19:17:00,Cash,42.24,4.761904762,2.112,9.7
126-54-1082,1,273,Member,Female,9,9.693,203.553,2019-01-07 11:44:00,Credit card,193.86,4.761904762,9.693,8.8
633-91-1052,1,274,Normal,Female,2,1.203,25.263,2019-01-27 15:51:00,Cash,24.06,4.761904762,1.203,5.1
477-24-6490,3,275,Normal,Female,6,29.913,628.173,2019-02-26 16:52:00,Ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,3,276,Normal,Male,7,16.7895,352.5795,2019-01-07 20:52:00,Cash,335.79,4.761904762,16.7895,6.2
526-86-8552,2,277,Member,Female,10,10.91,229.11,2019-01-07 17:36:00,Cash,218.2,4.761904762,10.91,7.1
376-56-3573,2,278,Normal,Female,4,19.084,400.764,2019-02-02 13:23:00,Ewallet,381.68,4.761904762,19.084,6.4
537-72-0426,2,279,Member,Male,10,35.495,745.395,2019-03-20 16:28:00,Cash,709.9,4.761904762,35.495,5.7
828-61-5674,1,280,Member,Male,10,22.01,462.21,2019-03-20 19:57:00,Credit card,440.2,4.761904762,22.01,9.6
136-08-6195,1,281,Normal,Female,8,27.984,587.664,2019-02-15 17:01:00,Credit card,559.68,4.761904762,27.984,6.4
523-38-0215,2,282,Normal,Male,1,1.85,38.85,2019-03-06 13:29:00,Credit card,37.0,4.761904762,1.85,7.9
490-29-1201,1,283,Normal,Female,1,0.767,16.107,2019-01-06 11:09:00,Cash,15.34,4.761904762,0.767,6.5
667-92-0055,1,284,Member,Male,6,29.949,628.929,2019-03-04 15:02:00,Ewallet,598.98,4.761904762,29.949,8.5
565-17-3836,1,285,Member,Female,4,9.534,200.214,2019-03-12 14:21:00,Cash,190.68,4.761904762,9.534,9.1
498-41-1961,3,286,Normal,Male,5,16.67,350.07,2019-02-20 18:01:00,Cash,333.4,4.761904762,16.67,7.6
593-95-4461,2,287,Member,Male,1,3.743,78.603,2019-03-24 14:49:00,Cash,74.86,4.761904762,3.743,6.9
226-71-3580,2,288,Normal,Female,9,10.6875,224.4375,2019-01-31 12:02:00,Cash,213.75,4.761904762,10.6875,9.5
283-79-9594,3,289,Normal,Female,7,16.9785,356.5485,2019-01-25 13:30:00,Credit card,339.57,4.761904762,16.9785,5.2
430-60-3493,1,290,Member,Female,7,33.208,697.368,2019-02-03 14:38:00,Cash,664.16,4.761904762,33.208,4.2
139-20-0155,3,291,Member,Male,10,20.15,423.15,2019-01-24 17:37:00,Credit card,403.0,4.761904762,20.15,7.0
558-80-4082,2,292,Normal,Male,7,9.7475,204.6975,2019-03-14 17:20:00,Ewallet,194.95,4.761904762,9.7475,6.0
278-97-7759,1,293,Member,Female,1,3.124,65.604,2019-02-18 20:29:00,Cash,62.48,4.761904762,3.124,4.7
316-68-6352,1,294,Member,Female,2,3.636,76.356,2019-01-21 10:00:00,Cash,72.72,4.761904762,3.636,7.1
585-03-5943,3,295,Normal,Male,10,9.055,190.155,2019-03-13 11:46:00,Ewallet,181.1,4.761904762,9.055,5.9
211-05-0490,2,296,Member,Female,5,12.98,272.58,2019-03-03 13:42:00,Cash,259.6,4.761904762,12.98,7.5
727-75-6477,2,297,Normal,Male,4,5.768,121.128,2019-03-29 14:44:00,Cash,115.36,4.761904762,5.768,6.4
744-02-5987,1,298,Member,Male,6,23.514,493.794,2019-01-10 14:16:00,Ewallet,470.28,4.761904762,23.514,5.8
307-83-9164,1,299,Member,Male,4,12.002,252.042,2019-01-25 15:54:00,Cash,240.04,4.761904762,12.002,4.5
779-06-0012,2,300,Member,Female,1,4.4305,93.0405,2019-01-19 10:21:00,Cash,88.61,4.761904762,4.4305,7.7
446-47-6729,2,301,Normal,Male,2,9.982,209.622,2019-01-02 18:09:00,Credit card,199.64,4.761904762,9.982,6.7
573-10-3877,3,302,Member,Male,1,1.9505,40.9605,2019-03-12 16:46:00,Credit card,39.01,4.761904762,1.9505,4.7
735-06-4124,2,303,Normal,Male,1,2.4305,51.0405,2019-02-25 15:31:00,Cash,48.61,4.761904762,2.4305,4.4
439-54-7422,1,304,Normal,Female,4,10.238,214.998,2019-03-18 17:15:00,Credit card,204.76,4.761904762,10.238,4.7
396-90-2219,3,305,Normal,Female,8,5.984,125.664,2019-02-23 12:29:00,Cash,119.68,4.761904762,5.984,8.6
411-77-0180,1,306,Member,Male,7,25.27,530.67,2019-03-26 20:14:00,Ewallet,505.4,4.761904762,25.27,4.3
286-01-5402,1,307,Normal,Female,7,14.0805,295.6905,2019-03-30 13:22:00,Cash,281.61,4.761904762,14.0805,9.6
803-17-8013,1,308,Member,Female,8,35.516,745.836,2019-02-17 17:09:00,Cash,710.32,4.761904762,35.516,4.1
512-98-1403,1,309,Member,Female,3,3.972,83.412,2019-03-21 10:40:00,Ewallet,79.44,4.761904762,3.972,4.7
848-42-2560,1,310,Normal,Female,2,8.191,172.011,2019-03-05 17:43:00,Cash,163.82,4.761904762,8.191,7.8
532-59-7201,3,311,Member,Male,6,23.979,503.559,2019-01-31 14:04:00,Cash,479.58,4.761904762,23.979,5.5
181-94-6432,2,312,Member,Male,2,6.933,145.593,2019-02-05 19:05:00,Ewallet,138.66,4.761904762,6.933,9.7
870-76-1733,1,313,Member,Female,5,3.5575,74.7075,2019-02-01 10:08:00,Credit card,71.15,4.761904762,3.5575,4.4
423-64-4619,1,314,Member,Female,9,6.9975,146.9475,2019-03-07 13:12:00,Cash,139.95,4.761904762,6.9975,5.0
227-07-4446,2,315,Member,Female,10,39.065,820.365,2019-02-10 20:51:00,Cash,781.3,4.761904762,39.065,4.4
174-36-3675,2,316,Member,Male,2,9.937,208.677,2019-02-14 17:29:00,Cash,198.74,4.761904762,9.937,5.2
428-83-5800,2,317,Member,Female,3,3.162,66.402,2019-02-09 10:25:00,Cash,63.24,4.761904762,3.162,7.3
603-07-0961,2,318,Member,Male,5,18.6975,392.6475,2019-01-10 11:34:00,Cash,373.95,4.761904762,18.6975,4.9
704-20-4138,2,319,Member,Female,7,10.3845,218.0745,2019-03-11 18:58:00,Credit card,207.69,4.761904762,10.3845,8.1
787-15-1757,2,320,Member,Male,4,8.814,185.094,2019-02-18 16:28:00,Ewallet,176.28,4.761904762,8.814,8.4
649-11-3678,2,321,Normal,Female,9,10.3185,216.6885,2019-02-26 20:26:00,Cash,206.37,4.761904762,10.3185,5.5
622-20-1945,2,322,Normal,Female,1,1.971,41.391,2019-01-18 15:08:00,Cash,39.42,4.761904762,1.971,8.4
372-94-8041,1,323,Normal,Male,6,4.578,96.138,2019-02-15 18:03:00,Ewallet,91.56,4.761904762,4.578,9.8
563-91-7120,1,324,Normal,Female,5,15.4425,324.2925,2019-03-08 13:21:00,Cash,308.85,4.761904762,15.4425,6.7
746-54-5508,1,325,Normal,Male,6,6.456,135.576,2019-01-17 12:48:00,Credit card,129.12,4.761904762,6.456,9.4
276-54-0879,3,326,Normal,Male,4,19.548,410.508,2019-03-12 19:53:00,Ewallet,390.96,4.761904762,19.548,6.4
815-11-1168,1,327,Member,Male,5,24.945,523.845,2019-03-09 19:09:00,Cash,498.9,4.761904762,24.945,5.4
719-76-3868,2,328,Member,Male,4,18.852,395.892,2019-03-12 16:30:00,Cash,377.04,4.761904762,18.852,8.6
730-61-8757,3,329,Member,Male,4,10.226,214.746,2019-01-25 10:11:00,Credit card,204.52,4.761904762,10.226,4.0
340-66-0321,1,330,Member,Male,4,7.272,152.712,2019-03-25 13:07:00,Cash,145.44,4.761904762,7.272,7.6
868-81-1752,3,331,Normal,Male,9,9.909,208.089,2019-02-07 18:48:00,Cash,198.18,4.761904762,9.909,6.8
634-97-8956,1,332,Normal,Male,3,4.935,103.635,2019-02-17 17:27:00,Credit card,98.7,4.761904762,4.935,9.1
566-71-1091,1,333,Normal,Male,5,19.255,404.355,2019-02-03 15:59:00,Cash,385.1,4.761904762,19.255,5.5
442-48-3607,1,334,Member,Male,2,2.348,49.308,2019-03-14 11:21:00,Credit card,46.96,4.761904762,2.348,7.9
835-16-0096,2,335,Member,Male,5,3.675,77.175,2019-03-24 13:48:00,Ewallet,73.5,4.761904762,3.675,8.5
527-09-6272,1,336,Member,Female,5,7.1125,149.3625,2019-03-21 10:17:00,Credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,1,337,Normal,Male,9,34.38,721.98,2019-03-19 15:49:00,Ewallet,687.6,4.761904762,34.38,7.5
692-27-8933,3,338,Normal,Female,6,17.385,365.085,2019-02-24 13:02:00,Cash,347.7,4.761904762,17.385,5.2
633-09-3463,2,339,Normal,Female,3,7.1475,150.0975,2019-03-28 12:58:00,Credit card,142.95,4.761904762,7.1475,9.5
374-17-3652,3,340,Member,Female,9,19.269,404.649,2019-02-05 15:26:00,Credit card,385.38,4.761904762,19.269,8.9
378-07-7001,3,341,Member,Male,3,7.2135,151.4835,2019-02-10 18:23:00,Credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,3,342,Member,Female,7,19.5895,411.3795,2019-03-05 19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,3,343,Member,Female,7,26.915,565.215,2019-02-15 20:21:00,Cash,538.3,4.761904762,26.915,7.7
416-13-5917,2,344,Normal,Female,5,24.2575,509.4075,2019-01-30 16:24:00,Ewallet,485.15,4.761904762,24.2575,9.3
150-89-8043,1,345,Normal,Male,3,6.6975,140.6475,2019-02-14 15:04:00,Cash,133.95,4.761904762,6.6975,6.2
135-84-8019,1,346,Normal,Female,9,35.0685,736.4385,2019-02-27 16:10:00,Ewallet,701.37,4.761904762,35.0685,7.6
441-94-7118,1,347,Member,Male,1,3.5975,75.5475,2019-02-04 12:14:00,Cash,71.95,4.761904762,3.5975,7.3
725-96-3778,2,348,Member,Female,8,35.7,749.7,2019-01-20 10:13:00,Cash,714.0,4.761904762,35.7,4.7
531-80-1784,1,349,Normal,Male,7,9.107,191.247,2019-03-28 17:38:00,Cash,182.14,4.761904762,9.107,5.1
400-45-1220,3,350,Normal,Female,10,6.75,141.75,2019-02-27 11:06:00,Credit card,135.0,4.761904762,6.75,4.8
860-79-0874,2,351,Member,Female,10,49.65,1042.65,2019-02-15 14:53:00,Credit card,993.0,4.761904762,49.65,6.6
834-61-8124,1,352,Normal,Male,7,18.0915,379.9215,2019-01-26 18:22:00,Cash,361.83,4.761904762,18.0915,5.5
115-99-4379,3,353,Member,Female,7,19.1555,402.2655,2019-03-14 19:02:00,Credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,3,354,Member,Male,9,12.15,255.15,2019-03-02 14:16:00,Cash,243.0,4.761904762,12.15,4.8
320-49-6392,2,355,Normal,Female,1,1.512,31.752,2019-03-04 15:44:00,Cash,30.24,4.761904762,1.512,8.4
889-04-9723,3,356,Member,Female,4,17.828,374.388,2019-01-07 12:20:00,Credit card,356.56,4.761904762,17.828,7.8
632-90-0281,2,357,Normal,Female,10,18.775,394.275,2019-03-08 20:01:00,Credit card,375.5,4.761904762,18.775,9.3
554-42-2417,2,358,Normal,Female,10,47.72,1002.12,2019-01-09 13:45:00,Cash,954.4,4.761904762,47.72,5.2
453-63-6187,3,359,Normal,Male,3,4.125,86.625,2019-03-01 15:40:00,Ewallet,82.5,4.761904762,4.125,6.5
578-80-7669,3,360,Normal,Male,1,3.7485,78.7185,2019-03-16 16:58:00,Cash,74.97,4.761904762,3.7485,5.6
612-36-5536,1,361,Member,Male,8,32.384,680.064,2019-02-17 11:12:00,Credit card,647.68,4.761904762,32.384,7.4
605-72-4132,2,362,Normal,Female,8,37.788,793.548,2019-02-27 15:12:00,Cash,755.76,4.761904762,37.788,9.1
471-41-2823,2,363,Normal,Male,2,9.979,209.559,2019-03-07 20:37:00,Ewallet,199.58,4.761904762,9.979,8.0
462-67-9126,1,364,Normal,Male,6,21.966,461.286,2019-01-21 17:44:00,Cash,439.32,4.761904762,21.966,7.2
272-27-9238,2,365,Normal,Female,4,8.248,173.208,2019-02-19 16:23:00,Cash,164.96,4.761904762,8.248,7.1
834-25-9262,2,366,Normal,Female,4,16.336,343.056,2019-01-06 12:12:00,Cash,326.72,4.761904762,16.336,9.1
122-61-9553,2,367,Normal,Female,9,23.094,484.974,2019-03-14 19:33:00,Cash,461.88,4.761904762,23.094,5.6
468-88-0009,1,368,Member,Male,4,13.188,276.948,2019-03-24 10:29:00,Cash,263.76,4.761904762,13.188,6.0
613-59-9758,2,369,Normal,Female,10,7.18,150.78,2019-01-27 14:28:00,Cash,143.6,4.761904762,7.18,5.4
254-31-0042,1,370,Member,Male,9,9.675,203.175,2019-03-06 12:46:00,Credit card,193.5,4.761904762,9.675,7.8
201-86-2184,3,371,Member,Female,7,9.191,193.011,2019-02-02 19:40:00,Cash,183.82,4.761904762,9.191,9.9
261-12-8671,3,372,Normal,Female,2,6.096,128.016,2019-01-25 19:39:00,Credit card,121.92,4.761904762,6.096,4.9
730-70-9830,2,373,Normal,Female,6,21.033,441.693,2019-03-14 17:54:00,Ewallet,420.66,4.761904762,21.033,5.2
382-25-8917,2,374,Normal,Male,6,12.624,265.104,2019-01-29 12:25:00,Cash,252.48,4.761904762,12.624,8.9
422-29-8786,1,375,Normal,Female,5,16.7725,352.2225,2019-01-03 16:47:00,Credit card,335.45,4.761904762,16.7725,9.1
667-23-5919,1,376,Member,Female,5,24.175,507.675,2019-01-14 12:52:00,Ewallet,483.5,4.761904762,24.175,7.0
843-01-4703,3,377,Member,Female,9,15.921,334.341,2019-01-05 19:50:00,Credit card,318.42,4.761904762,15.921,9.6
743-88-1662,2,378,Normal,Male,7,33.4215,701.8515,2019-02-22 18:17:00,Ewallet,668.43,4.761904762,33.4215,8.7
595-86-2894,2,379,Member,Male,4,19.396,407.316,2019-02-06 17:20:00,Ewallet,387.92,4.761904762,19.396,9.4
182-69-8360,3,380,Normal,Female,4,4.73,99.33,2019-01-30 13:32:00,Credit card,94.6,4.761904762,4.73,4.0
289-15-7034,1,381,Member,Male,4,16.466,345.786,2019-01-11 10:37:00,Credit card,329.32,4.761904762,16.466,7.5
462-78-5240,2,382,Normal,Female,2,2.661,55.881,2019-03-19 14:35:00,Cash,53.22,4.761904762,2.661,4.2
868-52-7573,3,383,Normal,Female,5,24.9225,523.3725,2019-01-14 12:09:00,Cash,498.45,4.761904762,24.9225,9.9
153-58-4872,2,384,Member,Female,4,14.978,314.538,2019-03-01 15:32:00,Ewallet,299.56,4.761904762,14.978,4.2
662-72-2873,1,385,Normal,Female,5,10.235,214.935,2019-01-06 13:58:00,Ewallet,204.7,4.761904762,10.235,9.9
525-88-7307,3,386,Member,Male,1,3.791,79.611,2019-01-31 13:19:00,Cash,75.82,4.761904762,3.791,5.8
689-16-9784,2,387,Normal,Male,6,14.031,294.651,2019-03-11 13:37:00,Cash,280.62,4.761904762,14.031,6.0
725-56-0833,1,388,Normal,Female,10,16.16,339.36,2019-02-20 16:49:00,Credit card,323.2,4.761904762,16.16,10.0
394-41-0748,2,389,Member,Female,9,24.3315,510.9615,2019-01-27 14:55:00,Ewallet,486.63,4.761904762,24.3315,9.5
596-42-3999,3,390,Normal,Male,7,6.377,133.917,2019-03-10 14:04:00,Credit card,127.54,4.761904762,6.377,6.6
541-89-9860,2,391,Member,Female,3,12.072,253.512,2019-02-15 12:31:00,Cash,241.44,4.761904762,12.072,8.1
173-82-9529,3,392,Normal,Female,10,18.975,398.475,2019-01-26 14:51:00,Cash,379.5,4.761904762,18.975,9.7
563-36-9814,1,393,Member,Male,1,3.841,80.661,2019-02-13 18:27:00,Ewallet,76.82,4.761904762,3.841,7.2
308-47-4913,1,394,Member,Female,10,26.13,548.73,2019-03-09 12:45:00,Credit card,522.6,4.761904762,26.13,6.2
885-17-6250,1,395,Normal,Female,1,3.987,83.727,2019-03-06 10:36:00,Ewallet,79.74,4.761904762,3.987,7.3
726-27-2396,1,396,Normal,Female,5,19.375,406.875,2019-01-24 20:36:00,Ewallet,387.5,4.761904762,19.375,4.3
316-01-3952,1,397,Normal,Female,5,13.5675,284.9175,2019-03-13 14:16:00,Ewallet,271.35,4.761904762,13.5675,4.6
760-54-1821,3,398,Normal,Male,9,6.1155,128.4255,2019-03-15 10:26:00,Cash,122.31,4.761904762,6.1155,5.8
793-10-3222,3,399,Member,Female,6,12.318,258.678,2019-03-05 13:30:00,Credit card,246.36,4.761904762,12.318,8.3
346-12-3257,3,400,Member,Male,9,8.658,181.818,2019-03-04 16:28:00,Cash,173.16,4.761904762,8.658,8.0
110-05-6330,2,401,Normal,Female,6,11.829,248.409,2019-03-25 20:18:00,Credit card,236.58,4.761904762,11.829,9.4
651-61-0874,2,402,Normal,Male,4,9.244,194.124,2019-03-12 20:04:00,Credit card,184.88,4.761904762,9.244,6.2
236-86-3015,2,403,Member,Male,1,0.699,14.679,2019-02-04 13:38:00,Ewallet,13.98,4.761904762,0.699,9.8
831-64-0259,3,404,Normal,Female,5,9.9375,208.6875,2019-02-22 10:43:00,Ewallet,198.75,4.761904762,9.9375,9.6
587-03-7455,2,405,Member,Female,7,34.2265,718.7565,2019-02-16 17:30:00,Ewallet,684.53,4.761904762,34.2265,4.9
882-40-4577,1,406,Member,Male,4,13.452,282.492,2019-01-19 15:28:00,Credit card,269.04,4.761904762,13.452,8.0
732-67-5346,1,407,Normal,Male,5,3.4475,72.3975,2019-01-11 19:07:00,Credit card,68.95,4.761904762,3.4475,7.8
725-32-9708,3,408,Member,Female,4,13.742,288.582,2019-01-04 19:01:00,Cash,274.84,4.761904762,13.742,4.1
256-08-8343,1,409,Normal,Female,4,11.306,237.426,2019-03-04 19:48:00,Ewallet,226.12,4.761904762,11.306,5.5
372-26-1506,2,410,Normal,Female,5,5.955,125.055,2019-01-28 19:24:00,Ewallet,119.1,4.761904762,5.955,5.4
244-08-0162,3,411,Normal,Female,10,17.105,359.205,2019-01-02 13:00:00,Cash,342.1,4.761904762,17.105,5.1
569-71-4390,3,412,Normal,Male,2,2.187,45.927,2019-01-25 14:29:00,Ewallet,43.74,4.761904762,2.187,6.9
132-23-6451,1,413,Member,Male,5,5.2425,110.0925,2019-01-04 13:21:00,Cash,104.85,4.761904762,5.2425,7.8
696-90-2548,1,414,Normal,Male,3,3.876,81.396,2019-03-10 18:55:00,Ewallet,77.52,4.761904762,3.876,6.6
472-15-9636,1,415,Normal,Male,8,20.372,427.812,2019-03-22 19:36:00,Ewallet,407.44,4.761904762,20.372,9.2
268-03-6164,3,416,Normal,Male,1,4.8055,100.9155,2019-01-25 16:28:00,Ewallet,96.11,4.761904762,4.8055,7.8
750-57-9686,2,417,Normal,Female,4,9.076,190.596,2019-01-08 13:48:00,Credit card,181.52,4.761904762,9.076,8.7
186-09-3669,2,418,Member,Female,1,4.0755,85.5855,2019-01-22 10:57:00,Ewallet,81.51,4.761904762,4.0755,9.2
848-07-1692,3,419,Normal,Female,2,5.722,120.162,2019-01-12 17:13:00,Ewallet,114.44,4.761904762,5.722,8.3
745-71-3520,1,420,Member,Female,7,8.827,185.367,2019-02-04 10:23:00,Cash,176.54,4.761904762,8.827,8.2
266-76-6436,2,421,Member,Female,3,5.79,121.59,2019-03-28 13:57:00,Ewallet,115.8,4.761904762,5.79,7.5
740-22-2500,2,422,Normal,Female,3,12.6075,264.7575,2019-01-23 13:29:00,Cash,252.15,4.761904762,12.6075,9.8
271-88-8734,2,423,Member,Female,10,48.605,1020.705,2019-02-08 13:00:00,Credit card,972.1,4.761904762,48.605,8.7
301-81-8610,3,424,Member,Male,8,10.168,213.528,2019-03-19 19:42:00,Credit card,203.36,4.761904762,10.168,6.7
489-64-4354,2,425,Normal,Male,1,0.814,17.094,2019-03-09 15:36:00,Cash,16.28,4.761904762,0.814,5.0
198-84-7132,3,426,Member,Male,9,18.2745,383.7645,2019-01-02 13:40:00,Cash,365.49,4.761904762,18.2745,7.0
269-10-8440,1,427,Member,Male,7,18.6095,390.7995,2019-01-21 18:01:00,Cash,372.19,4.761904762,18.6095,8.9
650-98-6268,3,428,Member,Female,3,3.1305,65.7405,2019-03-20 13:53:00,Credit card,62.61,4.761904762,3.1305,8.0
741-73-3559,3,429,Normal,Male,5,16.8175,353.1675,2019-02-27 17:27:00,Cash,336.35,4.761904762,16.8175,6.9
325-77-6186,1,430,Member,Female,10,45.325,951.825,2019-03-08 10:53:00,Ewallet,906.5,4.761904762,45.325,7.3
286-75-7818,3,431,Normal,Male,2,6.908,145.068,2019-01-31 19:48:00,Credit card,138.16,4.761904762,6.908,6.9
